name,domain,getapp_logo,clearbit_logo,desc,rating,num_reviews,cat,subcat,getapp_cat_link
Plooto,plooto.com,https://ga1.imgix.net/logo/o/103897-1464109585-7845314?ixlib=rb-1.0.0&ch=Width%2CDPR&auto=format,,The Simplest Payments Solution for Payables & Receivables,4.0,10,construction-software,construction-management,https://www.getapp.com/construction-software/construction-management/?page=4
RADAR,radarlisboa.fm,https://ga1.imgix.net/logo/o/106325-1485788409-0945687?ixlib=rb-1.0.0&ch=Width%2CDPR&auto=format,,Construction management for trade contractors,5.0,5,construction-software,construction-management,https://www.getapp.com/construction-software/construction-management/?page=4
Fluid Contract Manager,,https://ga1.imgix.net/logo/o/104779-1470918307-7617366?ixlib=rb-1.0.0&ch=Width%2CDPR&auto=format,,Mobile-optimized construction management,4.4,5,construction-software,construction-management,https://www.getapp.com/construction-software/construction-management/?page=4
Bullclip,,https://ga0.imgix.net/logo/o/107217-1494334874-7160995?ixlib=rb-1.0.0&ch=Width%2CDPR&auto=format,,Collaborative PDF markup for design and construction,5.0,5,construction-software,construction-management,https://www.getapp.com/construction-software/construction-management/?page=4
IPM Project Management,,https://ga1.imgix.net/logo/o/104037-1465304928-4946785?ixlib=rb-1.0.0&ch=Width%2CDPR&auto=format,,Project management solution for construction businesses,4.67,6,construction-software,construction-management,https://www.getapp.com/construction-software/construction-management/?page=4
Archdesk,archdesk.co.uk,https://ga1.imgix.net/logo/o/106921-1490970239-076513?ixlib=rb-1.0.0&ch=Width%2CDPR&auto=format,https://logo.clearbit.com/archdesk.co.uk,Project management solutions for the construction industry,5.0,6,construction-software,construction-management,https://www.getapp.com/construction-software/construction-management/?page=4
TidyBuild,,https://ga1.imgix.net/logo/o/109063-1502178586-2924323?ixlib=rb-1.0.0&ch=Width%2CDPR&auto=format,,Project management for the construction industry,,0,construction-software,construction-management,https://www.getapp.com/construction-software/construction-management/?page=5
Bid4Build,,https://ga1.imgix.net/logo/o/100381-1412065450-0606341?ixlib=rb-1.0.0&ch=Width%2CDPR&auto=format,,Construction Estimating and Management,4.5,9,construction-software,construction-management,https://www.getapp.com/construction-software/construction-management/?page=4
CrewTracks,crewtracks.com,https://ga0.imgix.net/logo/o/109165-1502706805-5560253?ixlib=rb-1.0.0&ch=Width%2CDPR&auto=format,https://logo.clearbit.com/crewtracks.com,Field tracking software for construction managers,5.0,5,construction-software,construction-management,https://www.getapp.com/construction-software/construction-management/?page=4
Zavanti ERP,,https://ga1.imgix.net/logo/o/10087-1453139153-1549346?ixlib=rb-1.0.0&ch=Width%2CDPR&auto=format,,"Software for property development, management and services",,0,construction-software,construction-management,https://www.getapp.com/construction-software/construction-management/?page=5
Fieldlens,fieldlens.com,https://ga1.imgix.net/logo/o/104787-1470862505-8292859?ixlib=rb-1.0.0&ch=Width%2CDPR&auto=format,https://logo.clearbit.com/fieldlens.com,Communication for construction professionals,4.72,9,construction-software,construction-management,https://www.getapp.com/construction-software/construction-management/?page=4
SmartDok,smartdok.no,https://ga0.imgix.net/logo/o/109161-1502450149-853426?ixlib=rb-1.0.0&ch=Width%2CDPR&auto=format,https://logo.clearbit.com/smartdok.no,"Modular, web-based construction project management",,0,construction-software,construction-management,https://www.getapp.com/construction-software/construction-management/?page=5
BQE Core,,https://ga1.imgix.net/logo/o/104605-1502382498-6728473?ixlib=rb-1.0.0&ch=Width%2CDPR&auto=format,,Time & Expenses | Project Accounting | Billing,,0,construction-software,construction-management,https://www.getapp.com/construction-software/construction-management/?page=5
On Center Oasis Takeoff,,https://ga0.imgix.net/logo/o/104427-1468468426-007315?ixlib=rb-1.0.0&ch=Width%2CDPR&auto=format,,Takeoff and estimating software for SMBs,,0,construction-software,construction-management,https://www.getapp.com/construction-software/construction-management/?page=5
Computerguidance,computerguidance.com,https://ga0.imgix.net/logo/o/90410-115843512.png?ixlib=rb-1.0.0&ch=Width%2CDPR&auto=format,https://logo.clearbit.com/computerguidance.com,Construction Operations & Project Management,4.56,9,construction-software,construction-management,https://www.getapp.com/construction-software/construction-management/?page=4
Ayoga,ayoga.es,https://ga0.imgix.net/logo/o/109725-1505220255-2459424?ixlib=rb-1.0.0&ch=Width%2CDPR&auto=format,,Construction project management & collaboration platform,,0,construction-software,construction-management,https://www.getapp.com/construction-software/construction-management/?page=5
GradeBeam,gradebeam.com,https://ga0.imgix.net/logo/o/103445-1460551553-9755683?ixlib=rb-1.0.0&ch=Width%2CDPR&auto=format,https://logo.clearbit.com/gradebeam.com,"Project information, bid management & communication platform",3.0,1,construction-software,construction-management,https://www.getapp.com/construction-software/construction-management/?page=5
Contractor Foreman,contractorforeman.com,https://ga1.imgix.net/logo/o/109491-1504089329-2799437?ixlib=rb-1.0.0&ch=Width%2CDPR&auto=format,,Construction management software,5.0,1,construction-software,construction-management,https://www.getapp.com/construction-software/construction-management/?page=5
Manage-IT by Atser,,https://ga0.imgix.net/logo/o/103353-1459764533-7254884?ixlib=rb-1.0.0&ch=Width%2CDPR&auto=format,,Web-based construction management software suite,4.0,1,construction-software,construction-management,https://www.getapp.com/construction-software/construction-management/?page=5
BuilderMT WMS,,https://ga0.imgix.net/logo/o/103403-1460021015-68748?ixlib=rb-1.0.0&ch=Width%2CDPR&auto=format,,Construction management software for SMBs,4.5,1,construction-software,construction-management,https://www.getapp.com/construction-software/construction-management/?page=5
Bolt,boltinc.com,https://ga1.imgix.net/logo/o/104643-1470122208-5138695?ixlib=rb-1.0.0&ch=Width%2CDPR&auto=format,https://logo.clearbit.com/boltinc.com,Construction management for sub-contractors,4.4,25,construction-software,construction-management,https://www.getapp.com/construction-software/construction-management/?page=4
SmartDraw,smartdraw.com,https://ga1.imgix.net/logo/o/20574-1524055819-277683?ixlib=rb-1.0.0&ch=Width%2CDPR&auto=format,https://logo.clearbit.com/smartdraw.com,Diagram tool to draw any type of chart or diagram,4.17,30,construction-software,construction-management,https://www.getapp.com/construction-software/construction-management/?page=4
OxBlue,oxblue.com,https://ga0.imgix.net/logo/o/101219-1426852185-5038779?ixlib=rb-1.0.0&ch=Width%2CDPR&auto=format,https://logo.clearbit.com/oxblue.com,Construction camera interface,,0,construction-software,construction-management,https://www.getapp.com/construction-software/construction-management/?page=5
ClickHome,clickhome.com.au,https://ga1.imgix.net/logo/o/103463-1460724878-5291586?ixlib=rb-1.0.0&ch=Width%2CDPR&auto=format,https://logo.clearbit.com/clickhome.com.au,Online construction management software,5.0,1,construction-software,construction-management,https://www.getapp.com/construction-software/construction-management/?page=5
Mobile Device Manager Plus,,https://ga1.imgix.net/logo/o/102845-1507187180-2038794?ixlib=rb-1.0.0&ch=Width%2CDPR&auto=format,,Mobile Device Management software for all organizations ,4.48,62,it-communications-software,mobile,https://www.getapp.com/it-communications-software/mobile/
MobilityCentral,,https://ga0.imgix.net/logo/o/9905-1482162427-2111647?ixlib=rb-1.0.0&ch=Width%2CDPR&auto=format,,Jawdropping mobility management,4.69,29,it-communications-software,telecom-expense-management,https://www.getapp.com/it-communications-software/telecom-expense-management/
Asentinel,,https://ga1.imgix.net/logo/o/105623-1478617936-9552798?ixlib=rb-1.0.0&ch=Width%2CDPR&auto=format,,Telecom expense & mobility management software,4.55,11,it-communications-software,telecom-expense-management,https://www.getapp.com/it-communications-software/telecom-expense-management/
Evoco fuze,,https://ga1.imgix.net/logo/o/103657-1462265757-5025089?ixlib=rb-1.0.0&ch=Width%2CDPR&auto=format,,Cloud based construction project management software,,0,construction-software,construction-management,https://www.getapp.com/construction-software/construction-management/?page=5
ExeVision,ipdsoftware.com,https://ga0.imgix.net/logo/o/103655-1462264003-1216583?ixlib=rb-1.0.0&ch=Width%2CDPR&auto=format,https://logo.clearbit.com/ipdsoftware.com,Web-based comprehensive project development application,,0,construction-software,construction-management,https://www.getapp.com/construction-software/construction-management/?page=5
Network Control,,https://ga1.imgix.net/logo/o/105629-1511521582-2630088?ixlib=rb-1.0.0&ch=Width%2CDPR&auto=format,,"Technology expense management for voice, wireless & data",5.0,4,it-communications-software,telecom-expense-management,https://www.getapp.com/it-communications-software/telecom-expense-management/
Clearview,,https://ga0.imgix.net/logo/o/9559-863148251.png?ixlib=rb-1.0.0&ch=Width%2CDPR&auto=format,,"Wireline, Wireless, WAN, Inventory & Invoice Management",5.0,4,it-communications-software,telecom-expense-management,https://www.getapp.com/it-communications-software/telecom-expense-management/
Telecom Expense Management,,https://ga1.imgix.net/logo/o/103619-1461918604-1419241?ixlib=rb-1.0.0&ch=Width%2CDPR&auto=format,,Telecom and wireless expense management,5.0,1,it-communications-software,telecom-expense-management,https://www.getapp.com/it-communications-software/telecom-expense-management/
eFax Corporate,,https://ga1.imgix.net/logo/o/90810-1523902499-9113295?ixlib=rb-1.0.0&ch=Width%2CDPR&auto=format,,Secure Online Fax Service,3.67,9,it-communications-software,fax-server,https://www.getapp.com/it-communications-software/fax-server/
vManager,,https://ga1.imgix.net/logo/o/105627-1478769555-9763634?ixlib=rb-1.0.0&ch=Width%2CDPR&auto=format,,Spend management with real-time pricing & sourcing,5.0,3,it-communications-software,telecom-expense-management,https://www.getapp.com/it-communications-software/telecom-expense-management/
ETS,,https://ga0.imgix.net/logo/o/110319-1508151684-1349125?ixlib=rb-1.0.0&ch=Width%2CDPR&auto=format,,"Voice, IVR & customer experience testing suite",5.0,1,it-communications-software,ivr,https://www.getapp.com/it-communications-software/ivr/
Visual ContrAcct,,https://ga0.imgix.net/logo/o/105243-1474989637-6334682?ixlib=rb-1.0.0&ch=Width%2CDPR&auto=format,,Integrated job cost management & accounting system,,0,construction-software,construction-management,https://www.getapp.com/construction-software/construction-management/?page=5
Aspect CXP Pro,,https://ga0.imgix.net/logo/o/107777-1497342432-082231?ixlib=rb-1.0.0&ch=Width%2CDPR&auto=format,,"Build, implement & maintain custom IVRs",4.58,12,it-communications-software,ivr,https://www.getapp.com/it-communications-software/ivr/
Tangoe TEM,,https://ga1.imgix.net/logo/o/108801-1500978618-1236463?ixlib=rb-1.0.0&ch=Width%2CDPR&auto=format,,"Telecom expense management, consulting & support",4.25,4,it-communications-software,telecom-expense-management,https://www.getapp.com/it-communications-software/telecom-expense-management/
iContact Email Marketing,,https://ga1.imgix.net/logo/o/740-1499339164-7183547?ixlib=rb-1.0.0&ch=Width%2CDPR&auto=format,,Email Marketing and Social Media Marketing software,4.58,392,customer-management-software,survey,https://www.getapp.com/customer-management-software/survey/
Culture Amp,,https://ga0.imgix.net/logo/o/102185-1510117736-890395?ixlib=rb-1.0.0&ch=Width%2CDPR&auto=format,,Employee feedback and analytics,4.74,38,customer-management-software,survey,https://www.getapp.com/customer-management-software/survey/
Lodgify,,https://ga1.imgix.net/logo/o/91252-1487694773-787099?ixlib=rb-1.0.0&ch=Width%2CDPR&auto=format,,Vacation Rental Software with a Website Builder,4.54,190,customer-management-software,reservation-online-booking,https://www.getapp.com/customer-management-software/reservation-online-booking/
Rezdy,,https://ga1.imgix.net/logo/o/90455-1435038431-1633742?ixlib=rb-1.0.0&ch=Width%2CDPR&auto=format,,Tours and activities reservation,4.66,93,customer-management-software,reservation-online-booking,https://www.getapp.com/customer-management-software/reservation-online-booking/
Starboard Suite,starboardsuite.com,https://ga1.imgix.net/logo/o/104411-1495148022-6246994?ixlib=rb-1.0.0&ch=Width%2CDPR&auto=format,https://logo.clearbit.com/starboardsuite.com,Effortless Reservations and Ticketing,4.71,113,customer-management-software,reservation-online-booking,https://www.getapp.com/customer-management-software/reservation-online-booking/
fred knows,,https://ga0.imgix.net/logo/o/110267-1507731238-2561975?ixlib=rb-1.0.0&ch=Width%2CDPR&auto=format,,"AI-based chatbot for instant, self-service customer support",5.0,3,customer-service-support-software,complaint-management,https://www.getapp.com/customer-service-support-software/complaint-management/
Checkfront,checkfront.com,https://ga0.imgix.net/logo/o/9408-1446761623-2021039?ixlib=rb-1.0.0&ch=Width%2CDPR&auto=format,https://logo.clearbit.com/checkfront.com,"Smarter online bookings for tours, activities & rentals",4.65,62,customer-management-software,reservation-online-booking,https://www.getapp.com/customer-management-software/reservation-online-booking/
Hyphen,hyphensleep.com,https://ga0.imgix.net/logo/o/104269-1467149283-1172009?ixlib=rb-1.0.0&ch=Width%2CDPR&auto=format,https://logo.clearbit.com/hyphensleep.com,Real-time feedback & engagement at team or company level,4.96,25,customer-management-software,survey,https://www.getapp.com/customer-management-software/survey/?page=2
Cision,,https://ga0.imgix.net/logo/o/100653-1444743366-3801327?ixlib=rb-1.0.0&ch=Width%2CDPR&auto=format,,"PR, marketing and media relations software",3.78,23,customer-service-support-software,feedback-and-reviews-management,https://www.getapp.com/customer-service-support-software/feedback-and-reviews-management/
Nicereply.com,,https://ga0.imgix.net/logo/o/10139-1467621581-620308?ixlib=rb-1.0.0&ch=Width%2CDPR&auto=format,,Provide an outstanding customer experience,4.92,12,customer-management-software,survey,https://www.getapp.com/customer-management-software/survey/?page=2
Blue,,https://ga0.imgix.net/logo/o/107409-1495732941-6073482?ixlib=rb-1.0.0&ch=Width%2CDPR&auto=format,,Automate your course evaluations with Blue software,4.58,12,customer-service-support-software,feedback-and-reviews-management,https://www.getapp.com/customer-service-support-software/feedback-and-reviews-management/
Refersion,,https://ga0.imgix.net/logo/o/101489-1450283401-4374444?ixlib=rb-1.0.0&ch=Width%2CDPR&auto=format,,Referral tracking and affiliate management software,4.47,15,customer-service-support-software,feedback-and-reviews-management,https://www.getapp.com/customer-service-support-software/feedback-and-reviews-management/
PiiQ by Cornerstone,,https://ga0.imgix.net/logo/o/91047-1507045627-7039313?ixlib=rb-1.0.0&ch=Width%2CDPR&auto=format,,Performance & Learning Management and Analytics for SMBs,4.43,27,customer-service-support-software,feedback-and-reviews-management,https://www.getapp.com/customer-service-support-software/feedback-and-reviews-management/
WebPunch,webpunch12.com,https://ga1.imgix.net/logo/o/109851-1505891772-0775902?ixlib=rb-1.0.0&ch=Width%2CDPR&auto=format,https://logo.clearbit.com/webpunch12.com,Online reputation management software,4.94,31,customer-service-support-software,feedback-and-reviews-management,https://www.getapp.com/customer-service-support-software/feedback-and-reviews-management/
Ticketbud,ticketbud.com,https://ga0.imgix.net/logo/o/105293-1475507105-0473533?ixlib=rb-1.0.0&ch=Width%2CDPR&auto=format,https://logo.clearbit.com/ticketbud.com,Ticketing platform with daily fund collection,4.68,22,customer-management-software,ticketing,https://www.getapp.com/customer-management-software/ticketing/?page=2
isoTracker Complaints Management,,https://ga0.imgix.net/logo/o/110455-1508486179-2339003?ixlib=rb-1.0.0&ch=Width%2CDPR&auto=format,,"Record, track & route customer complaints",,0,customer-service-support-software,complaint-management,https://www.getapp.com/customer-service-support-software/complaint-management/?page=2
Ticketlight,ticketlight.co.uk,https://ga0.imgix.net/logo/o/107335-1495534741-4975767?ixlib=rb-1.0.0&ch=Width%2CDPR&auto=format,https://logo.clearbit.com/ticketlight.co.uk,Self-service event ticketing solution,,0,customer-management-software,ticketing,https://www.getapp.com/customer-management-software/ticketing/?page=2
ReviewTrackers,,https://ga1.imgix.net/logo/o/102475-1453919550-5616531?ixlib=rb-1.0.0&ch=Width%2CDPR&auto=format,,Review monitor & tracking tool for multi-location businesses,4.81,26,customer-service-support-software,feedback-and-reviews-management,https://www.getapp.com/customer-service-support-software/feedback-and-reviews-management/
EventsFrame,eventsframe.com,https://ga1.imgix.net/logo/o/112625-1519748252-5858214?ixlib=rb-1.0.0&ch=Width%2CDPR&auto=format,https://logo.clearbit.com/eventsframe.com,Multi-event ticketing solution,4.77,13,customer-management-software,ticketing,https://www.getapp.com/customer-management-software/ticketing/?page=2
EventsCase,eventscase.com,https://ga1.imgix.net/logo/o/105599-1481117130-2716053?ixlib=rb-1.0.0&ch=Width%2CDPR&auto=format,https://logo.clearbit.com/eventscase.com,Event management & community solution,4.73,15,customer-management-software,ticketing,https://www.getapp.com/customer-management-software/ticketing/?page=2
Receptive,receptiveview.com,https://ga0.imgix.net/logo/o/105089-1474303380-8855886?ixlib=rb-1.0.0&ch=Width%2CDPR&auto=format,,Insights into feature demand for SaaS product teams,4.85,13,customer-service-support-software,feedback-and-reviews-management,https://www.getapp.com/customer-service-support-software/feedback-and-reviews-management/?page=2
Weekly10,,https://ga0.imgix.net/logo/o/105693-1478862604-9721608?ixlib=rb-1.0.0&ch=Width%2CDPR&auto=format,,Weekly check-ins and team engagement,5.0,3,customer-service-support-software,feedback-and-reviews-management,https://www.getapp.com/customer-service-support-software/feedback-and-reviews-management/?page=2
TINYpulse,tinypulse.com,https://ga0.imgix.net/logo/o/102427-1453117538-3873768?ixlib=rb-1.0.0&ch=Width%2CDPR&auto=format,https://logo.clearbit.com/tinypulse.com,Employee feedback collection & company culture creation,4.86,22,customer-service-support-software,feedback-and-reviews-management,https://www.getapp.com/customer-service-support-software/feedback-and-reviews-management/?page=2
Customer Thermometer,customerthermometer.com,https://ga1.imgix.net/logo/o/91368-3929442957.png?ixlib=rb-1.0.0&ch=Width%2CDPR&auto=format,https://logo.clearbit.com/customerthermometer.com,The one click email customer satisfaction survey - feedback when you need it,5.0,6,customer-service-support-software,feedback-and-reviews-management,https://www.getapp.com/customer-service-support-software/feedback-and-reviews-management/?page=2
iBooking Ticket,,https://ga1.imgix.net/logo/o/9485-1505401576-9857948?ixlib=rb-1.0.0&ch=Width%2CDPR&auto=format,,Online transport & sightseeing tour booking solution,,0,customer-management-software,ticketing,https://www.getapp.com/customer-management-software/ticketing/?page=3
Reputation Loop,reputationloop.com,https://ga0.imgix.net/logo/o/111721-1515746567-3371983?ixlib=rb-1.0.0&ch=Width%2CDPR&auto=format,https://logo.clearbit.com/reputationloop.com,Ratings and reviews booster,4.82,22,customer-service-support-software,feedback-and-reviews-management,https://www.getapp.com/customer-service-support-software/feedback-and-reviews-management/?page=2
Praiseworthy,praiseworthy.co,https://ga1.imgix.net/logo/o/108843-1501107345-7884867?ixlib=rb-1.0.0&ch=Width%2CDPR&auto=format,https://logo.clearbit.com/praiseworthy.co,Employee recognition & individual feedback management,4.96,26,customer-service-support-software,feedback-and-reviews-management,https://www.getapp.com/customer-service-support-software/feedback-and-reviews-management/?page=2
Supportbench,supportbench.com,https://ga0.imgix.net/logo/o/105673-1478630706-2487264?ixlib=rb-1.0.0&ch=Width%2CDPR&auto=format,https://logo.clearbit.com/supportbench.com,All-in-one technical & customer support ticketing system,4.45,11,customer-service-support-software,help-desk-ticketing,https://www.getapp.com/customer-service-support-software/help-desk-ticketing/?page=2
TOPdesk,topdesk.com,https://ga0.imgix.net/logo/o/111785-1516115509-769423?ixlib=rb-1.0.0&ch=Width%2CDPR&auto=format,https://logo.clearbit.com/topdesk.com,Help desk & service management,4.62,13,customer-service-support-software,help-desk-ticketing,https://www.getapp.com/customer-service-support-software/help-desk-ticketing/?page=2
PacketTrap RMM,,https://ga1.imgix.net/logo/o/90663-487861120.jpg?ixlib=rb-1.0.0&ch=Width%2CDPR&auto=format,,Easier Remote Network Monitoring Software,,0,customer-service-support-software,remote-support,https://www.getapp.com/customer-service-support-software/remote-support/?page=2
Xtertain,,https://ga0.imgix.net/logo/o/9852-3023486824.png?ixlib=rb-1.0.0&ch=Width%2CDPR&auto=format,,Box office Cinema ticketing solution,,0,customer-management-software,ticketing,https://www.getapp.com/customer-management-software/ticketing/?page=3
MaritzCX,maritzcx.com,https://ga1.imgix.net/logo/o/110671-1509631450-669178?ixlib=rb-1.0.0&ch=Width%2CDPR&auto=format,https://logo.clearbit.com/maritzcx.com,Customer experience management with data collection & reports,,0,customer-service-support-software,customer-support,https://www.getapp.com/customer-service-support-software/customer-support/?page=3
TechSee,techsee.me,https://ga0.imgix.net/logo/o/106323-1485786305-0594807?ixlib=rb-1.0.0&ch=Width%2CDPR&auto=format,https://logo.clearbit.com/techsee.me,Intelligent visual customer support solution,,0,customer-service-support-software,remote-support,https://www.getapp.com/customer-service-support-software/remote-support/?page=2
Online Survey,,https://ga0.imgix.net/logo/o/91501-3326696887.png?ixlib=rb-1.0.0&ch=Width%2CDPR&auto=format,,"Instant customer feedback with online surveys, polls and questionnaires",3.2,5,customer-service-support-software,feedback-and-reviews-management,https://www.getapp.com/customer-service-support-software/feedback-and-reviews-management/?page=3
MyFeelBack,myfeelback.com,https://ga0.imgix.net/logo/o/100074-1493738949-2851517?ixlib=rb-1.0.0&ch=Width%2CDPR&auto=format,https://logo.clearbit.com/myfeelback.com,Turn customer feedback into business opportunities,5.0,2,customer-service-support-software,feedback-and-reviews-management,https://www.getapp.com/customer-service-support-software/feedback-and-reviews-management/?page=3
UserEcho,userecho.com,https://ga1.imgix.net/logo/o/102031-1444316319-6688235?ixlib=rb-1.0.0&ch=Width%2CDPR&auto=format,https://logo.clearbit.com/userecho.com,Interactive customer support & feedback community ,5.0,1,customer-service-support-software,feedback-and-reviews-management,https://www.getapp.com/customer-service-support-software/feedback-and-reviews-management/?page=3
SherpaDesk,sherpadesk.com,https://ga0.imgix.net/logo/o/102459-1453754468-9664445?ixlib=rb-1.0.0&ch=Width%2CDPR&auto=format,https://logo.clearbit.com/sherpadesk.com,A support soution to help track time and manage projects,4.82,45,customer-service-support-software,help-desk-ticketing,https://www.getapp.com/customer-service-support-software/help-desk-ticketing/?page=3
Deskero,deskero.com,https://ga0.imgix.net/logo/o/91130-836495829.jpg?ixlib=rb-1.0.0&ch=Width%2CDPR&auto=format,https://logo.clearbit.com/deskero.com,Customizable Help Desk and Ticketing System,4.69,68,customer-service-support-software,help-desk-ticketing,https://www.getapp.com/customer-service-support-software/help-desk-ticketing/?page=3
Message Mate,,https://ga1.imgix.net/logo/o/104207-1466650330-041969?ixlib=rb-1.0.0&ch=Width%2CDPR&auto=format,,Secure texting solution for business websites,,0,customer-service-support-software,customer-support,https://www.getapp.com/customer-service-support-software/customer-support/?page=3
Mojo Helpdesk,mojohelpdesk.com,https://ga1.imgix.net/logo/o/90709-1139831578.png?ixlib=rb-1.0.0&ch=Width%2CDPR&auto=format,https://logo.clearbit.com/mojohelpdesk.com,"Centralize, assign, and track helpdesk requests with our ticket tracking app.",4.47,64,customer-service-support-software,help-desk-ticketing,https://www.getapp.com/customer-service-support-software/help-desk-ticketing/?page=3
Webreep,webreep.com,https://ga1.imgix.net/logo/o/10306-1837130286.png?ixlib=rb-1.0.0&ch=Width%2CDPR&auto=format,,Your Opinions are Important to Us!,5.0,1,customer-service-support-software,feedback-and-reviews-management,https://www.getapp.com/customer-service-support-software/feedback-and-reviews-management/?page=3
HelpOnClick Live Chat Software,,https://ga0.imgix.net/logo/o/10350-1447960925-1432211?ixlib=rb-1.0.0&ch=Width%2CDPR&auto=format,,Live Chat Software and Virtual agent for SMBs,4.0,1,customer-service-support-software,help-desk-ticketing,https://www.getapp.com/customer-service-support-software/help-desk-ticketing/?page=3
iperceptions,iperceptions.com,https://ga1.imgix.net/logo/o/10010-1521651115-0245357?ixlib=rb-1.0.0&ch=Width%2CDPR&auto=format,https://logo.clearbit.com/iperceptions.com,A global leader in Voice of the Customer (VoC) solutions,,0,customer-management-software,survey,https://www.getapp.com/customer-management-software/survey/?page=5
Focus Desk,,https://ga0.imgix.net/logo/o/105823-1480005009-0545485?ixlib=rb-1.0.0&ch=Width%2CDPR&auto=format,,Multi-channel service desk & ticketing solution,5.0,1,customer-service-support-software,help-desk-ticketing,https://www.getapp.com/customer-service-support-software/help-desk-ticketing/?page=3
SurveyFactory,,https://ga1.imgix.net/logo/o/10060-2619582263.png?ixlib=rb-1.0.0&ch=Width%2CDPR&auto=format,,Online survey and questionnaire builder,,0,customer-management-software,survey,https://www.getapp.com/customer-management-software/survey/?page=4
SimpleFeedback,,https://ga0.imgix.net/logo/o/10075-2951126752.png?ixlib=rb-1.0.0&ch=Width%2CDPR&auto=format,,Cloud-based customer engagement application,,0,customer-service-support-software,feedback-and-reviews-management,https://www.getapp.com/customer-service-support-software/feedback-and-reviews-management/?page=4
ReviewPush,reviewpush.com,https://ga1.imgix.net/logo/o/102305-1449682542-375222?ixlib=rb-1.0.0&ch=Width%2CDPR&auto=format,https://logo.clearbit.com/reviewpush.com,Online review monitoring for multiple & single locations,,0,customer-service-support-software,feedback-and-reviews-management,https://www.getapp.com/customer-service-support-software/feedback-and-reviews-management/?page=4
Reviews.co.uk,reviews.co.uk,https://ga1.imgix.net/logo/o/103949-1464626505-225028?ixlib=rb-1.0.0&ch=Width%2CDPR&auto=format,https://logo.clearbit.com/reviews.co.uk,Online review collection for companies and their products,,0,customer-service-support-software,feedback-and-reviews-management,https://www.getapp.com/customer-service-support-software/feedback-and-reviews-management/?page=4
ReviewPad,,https://ga1.imgix.net/logo/o/9870-1183922672.png?ixlib=rb-1.0.0&ch=Width%2CDPR&auto=format,,Design collaboration & management software,,0,customer-service-support-software,feedback-and-reviews-management,https://www.getapp.com/customer-service-support-software/feedback-and-reviews-management/?page=4
Repuso,repuso.com,https://ga0.imgix.net/logo/o/104925-1472389489-7518783?ixlib=rb-1.0.0&ch=Width%2CDPR&auto=format,https://logo.clearbit.com/repuso.com,Review & testimonial collection and showcasing,,0,customer-service-support-software,feedback-and-reviews-management,https://www.getapp.com/customer-service-support-software/feedback-and-reviews-management/?page=4
AzureDesk,azuredesk.co,https://ga0.imgix.net/logo/o/104099-1465584614-0570624?ixlib=rb-1.0.0&ch=Width%2CDPR&auto=format,https://logo.clearbit.com/azuredesk.co,Help desk software for SMBs,4.58,33,customer-service-support-software,help-desk-ticketing,https://www.getapp.com/customer-service-support-software/help-desk-ticketing/?page=3
Pluck,pluckmenu.com,https://ga0.imgix.net/logo/o/100831-1418996069-6594481?ixlib=rb-1.0.0&ch=Width%2CDPR&auto=format,https://logo.clearbit.com/pluckmenu.com,"Ratings, reviews and community management",,0,customer-service-support-software,feedback-and-reviews-management,https://www.getapp.com/customer-service-support-software/feedback-and-reviews-management/?page=4
Reevoo,reevoo.com,https://ga0.imgix.net/logo/o/100827-1418989880-2763?ixlib=rb-1.0.0&ch=Width%2CDPR&auto=format,https://logo.clearbit.com/reevoo.com,Reviews and ratings management,,0,customer-service-support-software,feedback-and-reviews-management,https://www.getapp.com/customer-service-support-software/feedback-and-reviews-management/?page=4
Leapsome,leapsome.com,https://ga1.imgix.net/logo/o/111585-1514889918-3533542?ixlib=rb-1.0.0&ch=Width%2CDPR&auto=format,https://logo.clearbit.com/leapsome.com,Employee feedback & performance management platform,,0,customer-service-support-software,feedback-and-reviews-management,https://www.getapp.com/customer-service-support-software/feedback-and-reviews-management/?page=4
IBM Customer Experience,,https://ga1.imgix.net/logo/o/103455-1460633746-4724994?ixlib=rb-1.0.0&ch=Width%2CDPR&auto=format,,Digital customer experience management software,,0,customer-service-support-software,feedback-and-reviews-management,https://www.getapp.com/customer-service-support-software/feedback-and-reviews-management/?page=4
Kampyle,kampyle.com,https://ga1.imgix.net/logo/o/879-3245467021.png?ixlib=rb-1.0.0&ch=Width%2CDPR&auto=format,https://logo.clearbit.com/kampyle.com,Website visitor feedback management,,0,customer-service-support-software,feedback-and-reviews-management,https://www.getapp.com/customer-service-support-software/feedback-and-reviews-management/?page=4
Friday Feedback,fridayfeedback.com,https://ga1.imgix.net/logo/o/104127-1466034524-6530232?ixlib=rb-1.0.0&ch=Width%2CDPR&auto=format,https://logo.clearbit.com/fridayfeedback.com,Team analytics software,,0,customer-service-support-software,feedback-and-reviews-management,https://www.getapp.com/customer-service-support-software/feedback-and-reviews-management/?page=4
Great Recruiters,greatrecruiters.com,https://ga0.imgix.net/logo/o/112841-1521646093-260929?ixlib=rb-1.0.0&ch=Width%2CDPR&auto=format,https://logo.clearbit.com/greatrecruiters.com,Real-time candidate feedback platform for recruitment teams,,0,customer-service-support-software,feedback-and-reviews-management,https://www.getapp.com/customer-service-support-software/feedback-and-reviews-management/?page=4
